###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59660.005198 -19.895  0.491   -40   20 o  0   0.99  77.79369 -68.95426  5256.40   282.15 2.47 2.24  49.4 -0.503 19.09 20.59 04a59660o0059o
59660.014935 -19.775  0.366   -45   16 o  0   1.38  77.79369 -68.95426  5224.28   396.35 2.72 2.42  71.7 -0.467 19.05 20.76 04a59660o0080o
59667.982533 -19.739  1.353   -46   62 o  0   1.35  77.79369 -68.95426  7501.28  2344.72 3.05 2.67 -28.1 -0.455 17.48 17.88 04a59668o0036o
59667.985335  19.768  0.872    45   39 o  0   1.09  77.79369 -68.95426  7516.34  2381.86 2.56 2.50 -13.7 -0.459 18.02 18.63 04a59668o0042o
59667.990399  21.194  1.905    12   23 o  0   1.32  77.79369 -68.95426  7452.71  2298.20 2.57 2.42 -16.6 -0.454 18.66 19.83 04a59668o0053o
59668.000056 -20.903  1.242   -16   20 o  0   0.76  77.79369 -68.95426  7421.54  2409.11 2.44 2.23 -16.8 -0.501 19.02 20.62 04a59668o0074o
59669.788404 -21.391  1.169   -10   12 c  0   1.53  77.79369 -68.95426  1932.87  6639.83 2.76 2.47 -26.7 -0.493 19.37 21.48 03a59670o0163c
59669.795749  20.609  0.741    21   15 c  0   1.06  77.79369 -68.95426  1952.52  6679.49 2.85 2.54 -27.7 -0.500 19.35 21.47 03a59670o0179c
59669.798501  19.954  0.335    38   13 c  0   1.52  77.79369 -68.95426  1898.22  6602.25 2.86 2.53 -31.7 -0.496 19.32 21.47 03a59670o0185c
59669.811304 -20.713  0.733   -19   14 c  0   1.44  77.79369 -68.95426  1877.15  6720.05 2.87 2.52 -26.2 -0.506 19.32 21.47 03a59670o0213c
59672.038440  21.152  1.564    13   20 o  0   1.14  77.79369 -68.95426  7451.69  2331.15 2.33 2.11 -27.5 -0.488 19.02 20.52 04a59672o0166o
59672.047935 -23.229 10.000    -2   18 o  0   1.12  77.79369 -68.95426  7465.56  2370.15 2.27 2.06 -33.0 -0.493 19.07 20.59 04a59672o0187o
59672.051089 -22.570  5.143    -3   18 o  0   0.95  77.79369 -68.95426  7402.75  2288.39 2.36 2.11 -29.8 -0.483 19.03 20.58 04a59672o0194o
59672.061988 -21.589  2.127    -8   18 o  0   1.28  77.79369 -68.95426  7374.76  2404.08 2.26 2.06 -34.5 -0.497 19.00 20.61 04a59672o0218o
59677.763161 -22.438  5.818    -4   22 o  0   1.62  77.79369 -68.95426  2153.65  8665.09 3.83 3.67 -44.1 -0.454 18.75 20.46 03a59678o0040o
59677.766349 -19.935  0.679   -38   26 o  0   1.07  77.79369 -68.95426  2170.74  8703.37 3.84 3.70 -42.3 -0.476 18.77 20.48 03a59678o0047o
59677.772776  20.758  1.118    18   20 o  0   1.53  77.79369 -68.95426  2121.25  8629.15 3.32 3.13 -47.8 -0.480 18.90 20.49 03a59678o0061o
59677.785635 -21.546  2.815    -9   25 o  0   1.16  77.79369 -68.95426  2101.43  8745.98 3.68 3.47 -31.1 -0.469 18.81 20.50 03a59678o0089o
59680.003327 -20.390  1.008   -25   26 o  0   0.78  77.79369 -68.95426  5380.68  2353.12 2.66 2.42 -69.6 -0.475 18.62 20.02 04a59680o0106o
59680.006054  21.811  3.700     7   25 o  0   0.77  77.79369 -68.95426  5400.13  2391.47 2.35 2.25 -84.6 -0.510 18.76 20.05 04a59680o0112o
59680.014259 -20.259  0.725   -29   21 o  0   1.18  77.79369 -68.95426  5332.05  2311.48 2.20 2.14 -74.1 -0.505 18.75 20.05 04a59680o0130o
59680.024215  21.798  2.574     7   18 o  0   1.57  77.79369 -68.95426  5303.18  2428.21 2.20 2.11 -81.5 -0.494 18.78 20.07 04a59680o0152o
59685.727597  20.893  1.911    16   30 o  0   1.39  77.79369 -68.95426  7455.11  4451.79 2.77 2.43 -57.5 -0.510 18.42 18.91 03a59686o0052o
59685.730328 -20.368  1.301   -26   34 o  0   0.84  77.79369 -68.95426  7473.36  4488.82 2.87 2.53 -52.6 -0.502 18.42 18.93 03a59686o0058o
59685.738111 -19.592  0.559   -53   30 o  0   1.37  77.79369 -68.95426  7416.71  4407.79 2.90 2.59 -58.1 -0.482 18.36 18.93 03a59686o0075o
59685.752762  21.488  4.375     9   40 o  0   1.19  77.79369 -68.95426  7393.30  4516.39 3.48 3.16 -50.8 -0.482 18.16 18.87 03a59686o0107o
