night,band,mjd,flux,err,n,snr
58745.0,o,58745.36366675,3.8626842779586767,12.120093051755854,4,0.3187008764259516
58746.0,o,58746.36582775,54.69789019878617,47.49283411341088,4,1.151708278098753
58750.0,c,58750.32859675,-1.9329276161625766,5.160223462889999,4,-0.37458215328528327
58751.0,o,58751.282597000005,6.225837866083941,4.824907467804162,4,1.2903538373798802
58752.0,o,58752.3739245,2.108687660825879,4.870583437000865,4,0.43294354528588785
58756.0,o,58756.303377000004,15.58523173605656,5.044966692040894,4,3.0892635546324487
58760.0,o,58760.2125085,1.7603028511528602,16.09763504536274,4,0.10935164365401316
58762.0,o,58762.221115,-1.8674041371099757,13.734097270975024,4,-0.13596846594762782
58769.0,o,58769.31282775,6.4601102479682195,13.715261247996938,4,0.4710162009427049
58770.0,o,58770.35597525,-5.552971576227391,13.284997658663611,4,-0.41798814865474243
58771.0,o,58771.35937025,19.610148238743406,10.038436681411726,4,1.9535061943515284
58772.0,o,58772.3128805,5.854758861127252,8.345185141708354,4,0.7015732738948817
58778.0,c,58778.21702025,4.772603643423272,6.161574944438056,4,0.774575280907914
58780.0,o,58780.2542115,2.3278688524590168,5.432144762551112,4,0.4285358646012544
58782.0,c,58782.277529750005,17.0496317366191,41.24387690201605,4,0.4133857681983746
58784.0,o,58784.24735225,0.7386609071274295,5.112133535741903,4,0.14449170820030832
58788.0,o,58788.2130215,7.074195449323165,6.320471463930781,4,1.1192512282815739
58790.0,o,58790.21290625,5.107896683378038,9.348275861303934,4,0.5463998665809129
58792.0,o,58792.296011750004,9.72,8.731282501307987,4,1.1132385189167684
58794.0,o,58794.31685450001,-13.933125926787428,12.811837052821225,4,-1.0875197576540587
58799.0,o,58799.23291025,3.967514296143083,9.827567989606557,4,0.4037127293689597
58800.0,o,58800.26650400001,5.369489965909746,9.309582887712592,4,0.5767701980500927
58802.0,o,58802.2624445,4.359607504852275,9.532550955115985,4,0.4573390192593238
58812.0,o,58812.199435999995,2.2662899512556667,7.390471297114028,4,0.30665026087587277
58816.0,o,58816.219582,-3.3548138157847283,7.576929781552083,4,-0.4427669138432371
58818.0,c,58818.223621666664,-463.3681350623412,446.9143951097339,3,-1.0368163123243486
58820.0,o,58820.1840105,5.415730337078651,46.63990672027984,2,0.11611794958251488
58824.0,o,58824.2006355,5.132268458117392,11.707021123891908,4,0.4383923462513758
58826.0,o,58826.20360825,2.3630434406519827,32.78600302372393,4,0.07207476431152911
58832.0,o,58832.198487,-77.17502420135527,44.8066903108432,2,-1.7223995717148282
58918.0,o,58918.65070975,31.28355660304308,27.91433829129668,4,1.1206984839327851
58942.0,c,58942.590620999996,3.6919537114714824,11.032136041868254,4,0.33465447647310403
58944.0,o,58944.63394725,-12.250363539440983,21.742791318702697,4,-0.563421842204017
58949.0,o,58949.566005,26.944111289831593,18.40463727146644,4,1.463984912737416
58950.0,o,58950.56799525,1.913199902009079,17.490083032911645,4,0.10938769692567783
58952.0,o,58952.61974125,-8.723463616666603,10.635960762247421,4,-0.8201857652230845
58956.0,o,58956.580455200005,1.1562325359921248,7.993427388131997,5,0.1446479063172334
58958.0,c,58958.544651250006,3.486175452050853,6.762023111641695,4,0.5155521349888544
58960.0,o,58960.611072,-5.095867435931839,5.405842360340251,5,-0.9426592742173671
58962.0,c,58962.6119025,20.575520945982497,42.45610691570998,4,0.4846304204677081
58964.0,o,58964.587,5.807965639564158,18.211776323126877,4,0.31891263853206375
58966.0,c,58966.61383275,-1.8218549127640038,7.2727272727272725,4,-0.2505050505050505
58967.0,o,58967.60121125,0.432248124817495,7.07972145511125,4,0.061054397063239084
58968.0,o,58968.608764250006,-1.4352994220600899,5.915667532164797,4,-0.24262678966592502
58970.0,c,58970.60568075,-0.9955019277452517,5.576823175682441,4,-0.17850699159444502
58972.0,o,58972.5412535,4.445115810674723,7.616169791704523,4,0.583641900357357
58974.0,o,58974.54221875,-35.273044485049475,10.422163100037126,4,-3.3844264522135354
58976.0,o,58976.543271250004,-8.719347899920752,13.278850154615542,4,-0.6566342566106922
58978.0,o,58978.5872475,-8.530275229357798,16.477284892578407,4,-0.5176990799740284
58983.0,o,58983.595741,14.888379204892967,7.880268006432968,4,1.8893239662330021
58986.0,o,58986.603008,-5.77550151652211,5.252117572804639,4,-1.0996519854063325
58988.0,o,58988.57143625,-6.978130793229741,5.5516086867399,4,-1.2569565304372243
58989.0,c,58989.590968000004,6.578833693304534,5.112133535741903,4,1.2869056818074245
58990.0,c,58990.569069000005,6.362393437349203,4.565749361824497,4,1.3935047531401852
58992.0,o,58992.55671375,12.289577316881072,6.80524561004776,4,1.805897688503093
58994.0,c,58994.576026,5.137446060412338,5.0062451009901086,4,1.0262074582397656
58996.0,o,58996.57953766667,-193.14486234604144,131.5578902525335,3,-1.4681359056099785
58997.0,c,58997.604682000005,3.4493695786574734,5.453727880793155,4,0.6324792241294994
58998.0,c,58998.53255625,7.066601743426522,4.824907467804162,4,1.4646087599774353
59000.0,o,59000.53381325,-1.6060412338181234,5.0062451009901086,4,-0.32080755165193353
59002.0,c,59002.577728000004,2.35990105812835,5.392394340543419,5,0.4376351040177323
59003.0,o,59003.5012495,-3.1175422974176312,8.116691244508571,4,-0.3840902904279913
