gaia,set
4582783675963507072,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4583107550857662848,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
458313696721462144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4583270416017055616,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4583316011390054784,shahaf2024_nonclassI
4583350611647138944,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4583427646179969536,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4583446028640397440,shahaf2024_nonclassI
4583455305769415040,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4583584395306532224,shahaf2024_nonclassI
4583622087939176960,shahaf2024_nonclassI
4583688677111665024,shahaf2024_nonclassI
4583915588824600064,shahaf2024_nonclassI
4583952078866955904,shahaf2024_nonclassI
4583997158842735360,shahaf2024_nonclassI
4584000697895833472,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4584380304286433664,shahaf2024_nonclassI
4584534716949522944,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4584612644836789120,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4584737542488027904,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4584825434699869696,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4584831516372946688,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4584848490083515904,shahaf2024_nonclassI
4585092787823400320,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4585101858793667328,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4585517645988409472,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4585620038008499072,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4585649175066830336,shahaf2024_nonclassI
4585689753917168256,shahaf2024_nonclassI
4585733803102205184,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4586320083316804992,shahaf2024_nonclassI
4586387084807284480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4586423196891901696,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4586508271604239488,shahaf2024_nonclassI
4586678077430970368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4587060535679309696,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4587361389547847936,shahaf2024_nonclassI
4587522880319614080,shahaf2024_nonclassI
4587539854030422912,shahaf2024_nonclassI
4587906884754816768,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4587907125274044160,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4588035012220196736,shahaf2024_nonclassI
4588111256478820352,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4588299101168316928,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4588307588023596032,shahaf2024_nonclassI
4588405444558059008,shahaf2024_nonclassI
4588467429525651968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4588789242835668736,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4588805426272672896,shahaf2024_nonclassI
4588917164141606784,shahaf2024_nonclassI
4588969975059621888,shahaf2024_nonclassI
4589199326313511040,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4589409401752656000,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4589467435350022144,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4589512133070332032,unified:Tier-1 NS|v2_orbital
4589576561879576832,shahaf2024_nonclassI;unified:Tier-2 (RV inconclusive — needs follow-u|v2_orbital
4589598414672539904,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4589616109937826304,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4589733345365571456,shahaf2024_nonclassI
4589782376712776064,shahaf2024_nonclassI
4589803954628007040,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4589883463063403520,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4590016052993815680,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4590105564411050496,unified:Tier-1 NS|v2_orbital
4590130367842750336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4590207264937236736,shahaf2024_nonclassI
4590309145860479872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4590359723395746688,shahaf2024_nonclassI
4590414011782225280,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4590521523404113024,shahaf2024_nonclassI
4590584126846887168,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4590667071255420032,shahaf2024_nonclassI
4590740669814449536,shahaf2024_nonclassI
4591123609099641600,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4591354850137910144,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4591574030910064896,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4591575057402208000,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4591594749832435584,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4591690506125188992,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4591748372222652928,shahaf2024_nonclassI
4591977517318070016,shahaf2024_nonclassI
4592127635014945280,shahaf2024_nonclassI
4592448142654072448,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4592626744573469440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4592640179231340672,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4592737176773256192,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4592891074041148544,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4593194367451582080,shahaf2024_nonclassI
4593246869132199808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4593362592730900224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4593403510880285312,shahaf2024_nonclassI
4593541091570899968,shahaf2024_nonclassI
4593572870029856000,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4593821844992533888,shahaf2024_nonclassI
4593872388167884800,shahaf2024_nonclassI
4593996667341375104,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4594023845894244096,shahaf2024_nonclassI
4594089576074116608,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4594177811881883264,shahaf2024_nonclassI
4594179564228547328,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4594195575866642944,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4594264776379993472,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4594337550305936640,shahaf2024_nonclassI
4594765221671630336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4594783127393066368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4595051163414935808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4595067763465092992,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4595196062728358144,shahaf2024_nonclassI
4595545432547835008,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4595897860384122240,shahaf2024_nonclassI
4595940535181292672,unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
4595945414263214464,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4595950052827614848,shahaf2024_nonclassI
4596018085109775232,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4596059763472780032,shahaf2024_nonclassI
4596080722912131456,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4596110306647389440,shahaf2024_nonclassI
4596411229235967616,shahaf2024_nonclassI
4596482319534638208,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4596513724335183744,shahaf2024_nonclassI
4596514308450765696,shahaf2024_nonclassI
4596566535253162624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4596963424590885376,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4597221122628151168,shahaf2024_nonclassI
4597300184386198912,shahaf2024_nonclassI
4597549464287993728,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4597902476240009728,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4597949308563640576,shahaf2024_nonclassI
4598130521823724416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4598137806088261888,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4598140550570027520,shahaf2024_nonclassI
4598157597297778688,shahaf2024_nonclassI
4598298025548794496,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4598393373821699968,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4598521776163945088,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
459863801951635840,shahaf2024_nonclassI
4598641519851980288,shahaf2024_nonclassI
4598704982289009408,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4598922307634251136,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4598991714305967360,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4599264668067410560,shahaf2024_nonclassI
4599265836298519808,shahaf2024_nonclassI
4599517280863141760,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4599830504238392832,shahaf2024_nonclassI
4600337894494691072,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4600373108929498368,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4600409946866210176,shahaf2024_nonclassI
4600501962245937152,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4600646307506973952,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4600695716810882304,shahaf2024_nonclassI
4600723410759259264,amrf3_halbwachs2023;unified:Tier-2 (RV inconclusive — needs follow-u|v2_orbital
4600771205155548160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4600930084585756160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4601113221991774976,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4601126691009382528,shahaf2024_nonclassI
4601137170729260288,shahaf2024_nonclassI
4601473552567941120,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4601684830598869120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4602035987124655104,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4602472665039720832,shahaf2024_nonclassI
4602565814290441344,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
460274400824783232,shahaf2024_nonclassI
4602768364949293056,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4602803132708124672,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4603084268383809280,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4603327878929733120,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4603358699614666624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4603406631449315456,shahaf2024_nonclassI
4603525756662569344,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4603743597403293440,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4603816062091235072,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4604005345591849728,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4604048883679014016,shahaf2024_nonclassI
4604162202095996928,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4604228409013494016,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4604482950253324672,shahaf2024_nonclassI
4604587163339756672,shahaf2024_nonclassI
460460974203732864,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
4604628463745508352,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4604635095175048960,shahaf2024_nonclassI
4604702749499506688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4604875510264325888,shahaf2024_nonclassI
4605361803641424256,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4605452238473207168,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4605461756121150720,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4605485223822285568,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4605694027952236032,shahaf2024_nonclassI
4605837926536873216,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4605883899866528768,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4605906779153982080,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4606012061690654336,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4606270584361441664,shahaf2024_nonclassI
4606274913688497792,shahaf2024_nonclassI
460648990692750848,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4606673039977220224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4606879164048492672,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4606960493548716544,shahaf2024_nonclassI
4606997498986545792,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
4607058762400124416,shahaf2024_nonclassI
4607062438892147456,unified:Tier-1 NS|v2_orbital
4607335186494584960,shahaf2024_nonclassI
4607462729843939072,unified:Tier-1 NS|v2_orbital
4607545536812607232,shahaf2024_nonclassI
4607951050445408896,shahaf2024_nonclassI
4607981218296014976,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4608078731233104768,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4608101443019886464,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4608128999530185984,shahaf2024_nonclassI
4608156796558533120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4608193870716042880,shahaf2024_nonclassI
4608211909578573824,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4608265029734303232,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4608273413510399872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4608282896798203776,shahaf2024_nonclassI
4608314851354630272,shahaf2024_nonclassI
4608417621332294784,shahaf2024_nonclassI
4608504517110606208,shahaf2024_nonclassI
4608804129732545664,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4608982632870611840,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4609083547421818496,amrf3_halbwachs2023;shahaf2024_nonclassI
4609248405445793536,shahaf2024_nonclassI
4609254727637653376,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
460929469238566912,shahaf2024_nonclassI
4609578705611265792,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4609609010900689536,shahaf2024_nonclassI
4609687419823717888,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4609711364265062016,lit:2402.06722/2510.05982
4609739440467207680,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
460989976737164800,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4610131794320647424,shahaf2024_nonclassI
4610327988425784704,shahaf2024_nonclassI
4610349050945243264,shahaf2024_nonclassI
4610367708283190016,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4610381555258289792,shahaf2024_nonclassI
4610497862972428160,shahaf2024_nonclassI
4610834691487597568,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4610870288176677888,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
